id,name,ingredients,recipes,img,video,ingredients_list
159,레이먼킴 '별난 스테이크',"소고기 안심,    연어,    새우,    말린 국화,    아보카도,   바비큐소스,    시금치,    베트남고추,    로제소스,   양송이버섯,    마늘,    대파,    레몬간장,    물엿,    소금,   후추,    올리브오일,    양파,    화이트와인","  1. 끓는 물에 말린 국화, 마늘, 대파를 넣고 끓인다.   2. 1에 레몬, 간장, 물엿을 넣는다.  3. 적당한 크기로 썬 연어를 2에 넣고 데친다.  4. 적당한 크기로 썬 소고기 안심에 소금, 후추로 간한다.  5. 올리브오일을 두른 팬에 양송이버섯, 소고기 안심을 굽는다.  6. 시금치와 양파를 적당한 크기로 썬다.  7. 잘게 다진 새우와 양파를 팬에 넣는다.  8. 잘게 썬 마늘, 시금치를 팬에 넣고 함께 볶는다.  9. 8에 로제소스를 넣고 볶는다.  10. 아보카도를 손질한 뒤 얇게 썬다.  11. 화이트와인을 두른 팬에 아보카도를 굽는다.  12. 아보카도에 바비큐소스를 발라 굽는다.  13. 잘게 썬 아보카도에 소금, 레몬즙, 올리브오일을 뿌린다.  14. 로제시금치볶음을 원형틀에 넣는다.  15. 남은 로제시금치볶음에 베트남고추, 올리브오일을 넣고 볶는다.  16. 레몬즙에 버무린 아보카도, 바비큐소스를 바른 구운 아보카도,매운 로제시금치볶음을 원형틀에 넣는다.  17. 연어스테이크를 로제시금치볶음 위에 올린다.  18. 적당한 크기로 썬 안심스테이크와 양송이버섯을 아보카도 위에 올린다.  19. 잘게 썬 대파와 레몬껍질을 뿌려낸다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20181127_110319_159_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10264152/view,"['소고기 안심', '연어', '새우', '말린 국화', '아보카도', '바비큐소스', '시금치', '베트남고추', '로제소스', '양송이버섯', '마늘', '대파', '레몬간장', '물엿', '소금', '후추', '올리브오일', '양파', '화이트와인']"
160,레이먼킴 '보양식이랑깨',"꽃등심,    샤부샤부용 소고기,    차돌박이,    낙지,    마,    설렁탕,    국물용 멸치,    무,    다시마,    총각김치,    들깻가루,    초고추장,           부추,    깻잎,    팽이버섯,    들기름,    대파,    설탕,    간장,    소금,    밀가루,    달걀,    된장,    맛술,    고춧가루,    다진마늘,    연겨자,    마늘,    홍고추","  1. 적당한 크기로 썬 대파, 마를 석쇠에 올려 굽는다.  2. 꽃등심을 얇게 썬 뒤 끓는 물에 넣는다.  3. 2에 설렁탕 육수, 무를 넣고 끓인다.  4. 국물백에 다시마, 국물용 멸치를 넣은 뒤 3에 넣어 육수를 낸다.  5. 차돌박이에 설탕, 다진마늘, 간장을 넣고 버무린다.  6. 샤부샤부용 소고기에 소금으로 간한 뒤 밀가루→달걀물 순서로 묻힌다.  7. 기름을 두른 팬에 6을 구워 육전을 만든다.  8. 총각김치 무청의 양념을 물로 씻어낸다.  9. 무청에 된장, 맛술, 고춧가루, 다진마늘을 넣고 버무린다.  10. 들기름을 두른 냄비에 양념한 무청을 넣고 볶는다.  11. 볶은 무청에 육수, 무, 꽃등심을 넣어 끓인다.  12. 석쇠에 구운 대파, 마를 국물에 넣고 끓인다.  13. 핸드블렌더에 들깻가루, 물을 넣고 간 뒤 국물에 넣어 끓인다.  14. 13에 구운 육전을 넣는다.  15. 양념한 차돌박이를 굽는다.  16. 구운 차돌박이를 국물에 넣는다.  17. 적당한 크기로 썬 부추, 깻잎을 올린다.  18. 전골에 팽이버섯을 올린다.  19. 전골에 낙지를 올린다.  20. 다진마늘, 들깻가루, 연겨자, 간장, 들기름을 섞어 소스를 만든다.  21. 종지에 초고추장을 담은 뒤 들깻가루를 올린다.  22. 마늘, 홍고추를 얇게 썬 뒤 전골에 올린다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20190521_101821_881_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10296951/view,"['꽃등심', '샤부샤부용 소고기', '차돌박이', '낙지', '마', '설렁탕', '국물용 멸치', '무', '다시마', '총각김치', '들깻가루', '초고추장', '부추', '깻잎', '팽이버섯', '들기름', '대파', '설탕', '간장', '소금', '밀가루', '달걀', '된장', '맛술', '고춧가루', '다진마늘', '연겨자', '마늘', '홍고추']"
161,레이먼킴 '비주알 센터',"열빙어,    명란젓,    날치알,    파프리카가루,    파슬리가루,    잣,    고추장아찌,    깻잎,    아스파라거스,    라이스페이퍼,    요거트,    말린 귤껍질,    식용유,    홍고추,    올리브오일,    소금,    후추,    레몬,    청양고추,    마요네즈","  1. 끓는 기름에 라이스페이퍼를 튀긴다.  2. 잣을 절구에 곱게 빻는다.  3. 아스파라거스, 홍고추에 올리브오일을 뿌린다.  4. 3과 열빙어에 소금, 후추, 레몬즙을 뿌린 뒤 레몬과 함께 팬에 굽는다.  5. 볼에 명란젓, 청양고추, 마요네즈를 넣은 뒤 곱게 빻은 잣, 요거트를 섞어 명란 잣 소스를 만든다.  6. 굽던 열빙어에 파프리카가루를 뿌려준다.  7. 찜기에 열빙어, 레몬을 올린 뒤 말린 귤껍질을 넣어 훈연한다.  8. 레몬을 반 잘라 팬에 굽는다.  9. 고추장아찌를 잘게 다진다.  10. 물에 불린 라이스페이퍼 위에 깻잎, 구운 아스파라거스, 홍고추, 다진 고추장아찌를 올린다.  11. 튀긴 라이스페이퍼를 잘게 부순다.  12. 라이스페이퍼 위에 잘게 부순 라이스페이퍼를 올린다.   13. 훈연한 열빙어의 머리, 꼬리 부분을 자른 뒤 라이스페이퍼 위에 올려 돌돌 만다.  14. 잘게 부순 튀긴 라이스페이퍼에 파슬리가루, 날치알을 섞은 뒤 월남쌈에 묻힌다.  15. 월남쌈에 올리브오일을 묻힌 뒤, 튀긴 라이스페이퍼를 접시에 올린다.  16. 월남쌈을 튀긴 라이스페이퍼 위에 올린 뒤 파슬리가루를 뿌린다.  17. 구운 레몬을 접시에 담는다.  18. 얇게 썬 홍고추를 명란 잣 소스 위에 올린다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20191015_132809_880_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10327018/view,"['열빙어', '명란젓', '날치알', '파프리카가루', '파슬리가루', '잣', '고추장아찌', '깻잎', '아스파라거스', '라이스페이퍼', '요거트', '말린 귤껍질', '식용유', '홍고추', '올리브오일', '소금', '후추', '레몬', '청양고추', '마요네즈']"
162,레이먼킴 '생생 리소통',"누룽지,    생닭,    새우,    토마토퓌레,    구워먹는 치즈,    체리,    오미자효소,    옥수수,    바질페스토,    트러플소스,    초콜릿,    수제요거트,    금귤청,    당유자청,    양파,    대파,    당근,    마늘,    통후추,    맛술,    올리브오일,    청양고추,    설탕,    식초,    소금,    버터","  1. 양파를 잘게 다진 뒤 끊는 물에 양파, 대파를 넣는다.  2. 지퍼백에 당근, 닭다리를 넣고 고기망치로 으깬 뒤 냄비에 함께 넣어 육수를 낸다.  3. 육수에 통마늘, 통후추, 맛술을 넣고 끓인다.  4. 새우의 살만 발라낸다.  5. 기름을 두른 팬에 잘게 다진 양파를 넣고 볶는다.  6. 양파를 볶던 팬에 잘게 으깬 누룽지를 넣는다.  7. 누룽지에 올리브오일을 넣고 볶아준다.  8. 볶던 누룽지에 잘게 다진 마늘, 토마토퓌레, 새우 살을 넣는다.  9. 누룽지에 육수를 넣고 끓인다.  10. 체리 씨를 발라낸다.  11. 팬에 물, 청양고추를 넣고 끓인다.  12. 팬에 오미자효소, 설탕, 식초, 소금, 체리를 추가해 끓인다.  13. 옥수수의 알을 발라낸 뒤 누룽지 리소토에 넣는다.  14. 누룽지 리소토에 버터를 넣고 끓인다.  15. 누룽지 리소토에 구워먹는 치즈를 갈아 넣는다.  16. 누룽지를 기름에 튀긴 뒤 당유자청, 잘게 다진 당유자를 넣고 버무린다.  17. 누룽지 리소토에 으깬 누룽지를 한 번 더 넣고 끓인다.  18. 체리 피클의 체리를 얼음에 식힌다.  19. 잔에 당유자에 버무린 누룽지>수제요거트>당유자에 버무린 누룽지 순으로 올린 뒤 초콜릿을 갈아 넣는다.  20. 19에 수제요거트>누룽지 디저트>수제요거트 순으로 올린다.  21. 잔 위에 금귤청, 초콜릿을 올린 뒤 얼음에 식힌다.  22. 누룽지 리소토를 접시에 담는다.  23. 리소토 위에 올리브오일, 트러플 소스, 바질페스토를 올린다.  24. 얼음에 식힌 체리피클을 접시에 담는다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20190827_095410_001_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10316925/view,"['누룽지', '생닭', '새우', '토마토퓌레', '구워먹는 치즈', '체리', '오미자효소', '옥수수', '바질페스토', '트러플소스', '초콜릿', '수제요거트', '금귤청', '당유자청', '양파', '대파', '당근', '마늘', '통후추', '맛술', '올리브오일', '청양고추', '설탕', '식초', '소금', '버터']"
163,레이먼킴 '술 당길 만두 하지',"두부,    새우,    우유,    삼겹살,    소고기안심,   부추,    쌈장,    만두피,    데친 시금치,    굴소스,   파르메산치즈가루,    모차렐라치즈,    양파,    대파,   당근,    마늘,    맛술,    버터,    밀가루,    다진 마늘,   쌈장,    후추,    소금,    간장,    식초,    연겨자","  1. 두부를 적당한 크기로 썬 뒤, 전자레인지에 넣고 돌린다.  2. 양파를 잘게 다진다.  3. 칼집을 낸 대파와 당근을 냄비에 넣고, 기름을 두른 뒤 새우를 넣는다.  4. 3에 으깬 마늘과 맛술, 물을 넣고 끓여 새우육수를 낸다.  5. 냄비에 채 썬 양파를 볶다가 버터와 밀가루를 넣어 루를 만든다.  6. 루에 우유를 넣어 베샤멜소스를 만든다.  7. 삼겹살을 적당한 크기로 썬 뒤, 핸드블렌더에 넣고 간다.  8. 다른 핸드블렌더에 소고기안심과 삼겹살을 함께 넣고 간다.  9. 소고기와 함께 간 삼겹살을 다진 양파와 함께 섞는다.  10. 전자레인지에서 익힌 두부를 삼겹살소와 양파를 섞은 소고기삼겹살소에 각각 담는다.  11. 부추를 새우육수에 데친다.  12. 데친 부추를 잘게 썬다.  13. 삼겹살소와 소고기삼겹살소에 데친 부추와 다진 마늘을 각각 넣는다.  14. 삼겹살소에 쌈장과 후추를 넣고 치댄다.  15. 만두피에 삼겹살소를 넣어 만두를 빚는다.  16. 기름을 두른 팬에 삼겹살만두를 굽다가, 뚜껑을 덮어 속까지 익힌다.  17. 끓이던 베샤멜소스에 데친 시금치를 잘라 넣는다.  18. 새우는 껍데기를 벗겨내고 잘게 다진 뒤, 소고기삼겹살소에 넣고 굴소스로 양념한다.  19. 청양고추를 잘게 썬다.  20. 청양고추에 칼집을 낸 뒤, 새우육수에 넣는다.  21. 잘게 썬 청양고추를 새우고기소에 넣고 섞는다.  22. 만두피에 새우고기소를 넣고 빚은 뒤, 새우육수에 넣고 삶는다.  23. 베샤멜소스에 새우육수를 넣는다.  24. 베샤멜소스에 소금으로 간 한다.  25. 베샤멜소스에 파르메산치즈가루를 넣는다.  26. 새우육수에서 새우를 건져내 껍데기를 벗겨낸다.  27. 간장, 식초, 연겨자를 섞어 양념간장을 만든 뒤, 종지에 담는다.  28. 새우육수에서 삶은 새우만두를 꺼내 그릇에 담고, 베샤멜소스와 모차렐라치즈를 올린다.  29. 삼겹살군만두를 양념간장과 함께 그릇에 담아낸다.  30. 토치로 모차렐라치즈를 직화해 새우만두 그라탕을 완성한다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20180508_092155_176_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10224716/view,"['두부', '새우', '우유', '삼겹살', '소고기안심', '부추', '쌈장', '만두피', '데친 시금치', '굴소스', '파르메산치즈가루', '모차렐라치즈', '양파', '대파', '당근', '마늘', '맛술', '버터', '밀가루', '다진 마늘', '쌈장', '후추', '소금', '간장', '식초', '연겨자']"
164,레이먼킴 '스테이크 맛있소',"소 등심,    건표고버섯,    위스키,    콜라,    야채주스,    곰탕,    간장,    설탕,    레몬,    다진 마늘,    다진 생강,    후추,    당근,    올리브오일,    양파,    청양고추,    버터,    밀가루,    소금,    후추,    대파","  1. 볼에 콜라, 레몬즙, 간장, 설탕, 다진 마늘, 다진 생강, 후추를 넣는다.  2. 1의 양념에 소 등심을 담가둔다.  3. 양파를 잘게 썬다.  4. 채칼로 당근을 얇게 슬라이스한 뒤 소금, 올리브오일을 넣고 섞는다.  5. 4의 당근을 그릴팬에 굽는다.  6. 잘게 썬 양파, 청양고추, 불린 건표고버섯을 팬에 넣은 뒤, 버터, 위스키를 넣고 볶는다.  7. 6에 밀가루, 야채주스, 곰탕 국물을 넣는다.  8. 7에 소금, 후추를 넣는다.  9. 8에 콜라를 넣어 소스를 만든다.  10. 핸드블렌더에 건표고버섯을 넣고 갈아 표고버섯 가루를 만든다.  11. 양념에 재운 소 등심에 올리브오일을 묻혀 그릴팬에 굽는다.  12. 찜기에 포고버섯 가루를 넣은 뒤, 구운 소 등심을 올려 훈연한다.  13. 접시에 구운 당근을 접어 올린다.  14. 훈연한 소 등심을 구운 당근 위에 올린 뒤, 구운 당근과 소 등심을 반복해서 쌓는다.  15. 대파를 잘게 썬다.  16. 당근과 소 등심을 쌓은 접시에 소스를 올린다.  17. 16에 잘게 썬 대파를 뿌려 마무리한다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20190219_094828_948_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10280164/view,"['소 등심', '건표고버섯', '위스키', '콜라', '야채주스', '곰탕', '간장', '설탕', '레몬', '다진 마늘', '다진 생강', '후추', '당근', '올리브오일', '양파', '청양고추', '버터', '밀가루', '소금', '후추', '대파']"
165,레이먼킴 '스튜맨이 돌아왔다',"연어,    새우,    새우살,    참돔,    베지마이트,    셀러리,    달래,    방울양배추,    꽃게,    치킨스톡,    양송이버섯,    올리브토마토파스타소스,    토마토 페이스트,    아스파라거스,    레지아노 치즈,    바질,    타임,    고수,    딜,    로즈마리,    펜네,    양파,    청양고추,    버터,    화이트 와인,    밀가루,    마늘,    올리브오일,    레몬,    소금,    당근,    후추","  1. 끓는 물에 치킨스톡, 꽃게를 넣어 꽃게 육수를 만든다.  2. 핸드블렌더에 연어, 새우살을 넣고 간다.  3. 양파, 청양고추, 양송이버섯을 잘게 썬 뒤 팬에 넣고 볶는다.  4. 3의 팬에 토마토 페이스트, 간 연어와 새우살, 베지마이트를 넣는다.  5. 4의 팬에 버터를 넣는다.  6. 끓는 물에 펜네를 삶는다.  7. 볶던 재료에 화이트 와인, 밀가루를 넣는다.  8. 삶은 꽃게를 체에 밭쳐 건져낸다.  9. 볶던 재료에 꽃게 육수를 넣어 스튜를 만든다.  10. 레지아노 치즈의 껍질을 잘라낸 뒤 스튜에 넣는다.  11. 스튜에 올리브토마토파스타소스, 타임, 바질을 넣는다.  12. 절구에 싹을 제거한 마늘, 타임, 딜, 로즈마리, 고수, 올리브오일을 넣고 으깬다.  13. 12에 레몬즙, 소금, 올리브오일을 넣어 허브 소스를 만든다.  14. 아스파라거스, 방울양배추, 양송이버섯에 소금, 올리브오일을 뿌린 뒤 그릴팬에 굽는다.  15. 채칼로 당근을 얇게 슬라이스한 뒤 14의 그릴팬에 굽는다.  16. 연어, 새우, 참돔에 소금, 후추, 딜, 올리브오일을 뿌린 뒤 15의 그릴팬에 굽는다.  17. 삶은 펜네를 건져낸 뒤, 꽃게 육수에 넣고 데친다.  18. 데친 펜네에 스튜 건더기를 넣는다.  19. 밀대를 이용해 삶은 꽃게의 살을 발라낸다.  20. 접시에 구운 당근, 양송이버섯, 방울양배추, 연어, 새우, 참돔을 올린다.  21. 20에 스튜를 넣은 뒤 삶은 꽃게살, 딜을 올려 마무리한다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20190416_100222_388_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10290714/view,"['연어', '새우', '새우살', '참돔', '베지마이트', '셀러리', '달래', '방울양배추', '꽃게', '치킨스톡', '양송이버섯', '올리브토마토파스타소스', '토마토 페이스트', '아스파라거스', '레지아노 치즈', '바질', '타임', '고수', '딜', '로즈마리', '펜네', '양파', '청양고추', '버터', '화이트 와인', '밀가루', '마늘', '올리브오일', '레몬', '소금', '당근', '후추']"
166,레이먼킴 '승리 먹빵',"식빵,    블랙체리잼,    고체카레,    파르메산 치즈가루,   인스턴트 제육불고기,    베이컨,    자두,    베트남고추,   옐로우스리라차소스,    꿀유자청,    살라미,    버터,    대파,    후추,    밀가루","  1. 식빵의 테두리를 잘라낸다.  2. 식빵 위에 블랙체리잼을 바른다.  3. 또 다른 식빵 위에 고체카레를 갈아 올린다.  4. 카레가루와 블랙체리잼 위에 파르메산 치즈가루를 뿌린 뒤, 식빵으로 덮는다.  5. 4를 밀대로 민 뒤, 버터를 두른 팬에 굽는다.  6. 인스턴트 제육불고기와 베이컨을 팬에 굽는다.  7. 대파 흰 부분에 잘게 칼집을 낸 뒤, 제육불고기에 넣고 볶는다.  8. 자두를 잘게 썬다.  9. 구운 베이컨, 베트남고추를 잘게 썬다.  10. 자두, 베이컨, 베트남고추에 옐로우스리라차소스, 꿀유자청을 넣고 섞는다.  11. 10에 후추로 간한다.  12. 대파를 채 썬 뒤, 밀가루를 묻혀 기름에 튀긴다.  13. 구운 식빵을 먹기 좋은 크기로 자른다.  14. 블랙체리잼을 넣은 식빵 위에 살라미, 자두와 베이컨을 올린다.  15. 마른 팬에 살라미를 굽는다.  16. 블랙체리잼을 넣은 식빵 위에 구운 살라미>자두와 베이컨>구운 살리미 순서로 올린다.  17. 살라미 카나페를 도마 위에 플레이팅 한다.  18. 볶은 제육불고기를 석쇠에 올려 직화한다.  19. 파채튀김을 체에 밭쳐 기름을 뺀 뒤 소금으로 간한다.  20. 카레가루를 넣은 식빵 위에 제육불고기, 파채튀김을 올린 뒤 플레이팅 한다.  21. 잘게 썬 대파를 카나페 주변에 뿌려 마무리한다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20180814_091159_049_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10243099/view,"['식빵', '블랙체리잼', '고체카레', '파르메산 치즈가루', '인스턴트 제육불고기', '베이컨', '자두', '베트남고추', '옐로우스리라차소스', '꿀유자청', '살라미', '버터', '대파', '후추', '밀가루']"
167,레이먼킴 '신데렐라 피자',"단호박,    삼겹살,    토마토,    사과,    시리얼,    요거트,    느타리버섯,    옥수수 통조림,   인스턴트 크림수프분말,    딸기,    고추,    전분,    소금","  1. 단호박을 반으로 잘라 씨를 빼내고 껍질을 벗겨낸다.  2. 단호박 속을 가늘게 채 썬다.  3. 채 썬 단호박에 즉석밥을 넣고 섞는다.  4. 기름을 두른 팬에 단호박밥을 눌러 굽다가 전분을 뿌리고,동그랗게 모양을 잡아 단호박도우를 만든다.  5. 끓는 기름에 소금을 넣고, 적당한 크기로 썬 삼겹살을 튀긴다.  6. 튀긴 삼겹살을 체에 밭쳐 기름기를 뺀다.  7. 토마토, 사과를 깍둑썰기 한다.  8. 딸기를 적당한 크기로 썬다.  9. 손질한 토마토, 사과, 딸기에 소금, 시리얼, 요거트를 넣고 섞어 과일샐러드를 만든다.  10. 기름을 두른 팬에 고추, 느타리버섯, 옥수수 통조림을 볶다가 크림수프분말을 넣는다.  11. 10에 물을 부어 가며 끓여 크림소스를 만든다.  12. 단호박도우를 접시에 담는다.  13. 기름을 두른 팬에 적당한 크기로 썬 토마토를 굽는다.  14. 단호박도우 위에 크림소스>구운 토마토>크림소스를 차례로 올린다.  15. 14를 토치로 직화한다.  16. 과일샐러드를 곁들인다.",https://fs.jtbc.co.kr/prog/enter/janggo/Img/20170103_114714_4617.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10130088/view,"['단호박', '삼겹살', '토마토', '사과', '시리얼', '요거트', '느타리버섯', '옥수수 통조림', '인스턴트 크림수프분말', '딸기', '고추', '전분', '소금']"
168,레이먼킴 '역시 피자는 시카고야~ 시카고야♬',"달걀,    파르메산치즈 가루,    로즈마리,    슬라이스 햄,    베이컨,    양송이버섯,    토마토소스,    모차렐라치즈,   슬라이스 체다치즈,    슬라이스 에멘탈치즈,    파슬리,    밀가루,    달걀,    올리브오일,    소금,    버터,    마늘,    후추","  1. 밀가루, 달걀노른자, 올리브오일, 뜨거운 물, 파르메산치즈 가루,로즈마리, 소금을 넣고 치대어 익반죽한다.  2. 도우 반죽을 밀대로 밀어 넓게 펴고 동그랗게 자른다.  3. 버터를 바른 내열접시 위에 도우반죽을 올리고 깊은 그릇 모양으로 만든 뒤, 바닥에 포크로 구멍을 낸다.  4. 도우반죽을 전자레인지에 넣고 익힌다.  5. 마늘, 슬라이스 햄, 베이컨, 양송이버섯을 잘게 썬다.  6. 기름을 두른 팬에 손질한 재료들을 볶다가 후추를 뿌린다.  7. 전자레인지에 익힌 도우를 기름에 튀긴다.  8. 볶은 재료에 토마토소스, 모차렐라치즈를 넣고 섞는다.  9. 8을 도우에 가득 채운다.  10. 슬라이스 체다치즈와 슬라이스 에멘탈치즈를 올린다.  11. 피자를 전자레인지에 넣고 익힌다.  12. 전자레인지에서 익힌 피자를 꺼내 토치로 직화한다.  13. 피자 위에 파르메산치즈 가루와 파슬리를 뿌려 마무리한다.",https://fs.jtbc.co.kr/prog/enter/janggo/Img/20170404_104525_5083.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10143696/view,"['달걀', '파르메산치즈 가루', '로즈마리', '슬라이스 햄', '베이컨', '양송이버섯', '토마토소스', '모차렐라치즈', '슬라이스 체다치즈', '슬라이스 에멘탈치즈', '파슬리', '밀가루', '달걀', '올리브오일', '소금', '버터', '마늘', '후추']"
169,레이먼킴 '오 나 소고기님',"소 안심,    비파잎,    올리브오일 방울토마토절임,    매실청,    타바스코소스,    방울토마토,    라임,    토닉워터,    파프리카,    슬라이스치즈,    청포도,    아스파라거스,    리코타치즈,    파인애플,    그린올리브,    콩,    모닝빵,    쪽파,    양파,    후추,    소금,    올리브오일,    다진 마늘,    레몬,    청양고추,    달걀","  1. 올리브오일을 두른 팬에 파인애플, 양파, 파프리카를 굽는다.  2. 반으로 자른 모닝빵을 밀대로 얇게 민 뒤 팬에 굽는다.  3. 방울토마토, 아스파라거스, 쪽파를 잘게 썬다.  4. 구운 모닝빵을 접시에 담는다.  5. 소 안심에 후추, 소금, 올리브오일을 바른 뒤 팬에 굽는다.  6. 5에 잘게 썬 아스파라거스, 콩을 넣어 볶는다.  7. 구운 파인애플, 양파, 파프리카를 잘게 썬 뒤 잘게 썬 각종 채소와 함께 담는다.  8. 7에 다진 마늘, 올리브오일 토마토절임즙, 레몬즙. 라임즙, 소금, 청양고추, 올리브오일을 넣어 살사소스를 만든다.  9. 잘게 부순 비파잎을 냄비에 넣어 향을 낸다.  10. 9에 구운 소 안심, 아스파라거스, 콩을 넣어 훈연한다.  11. 청포도를 으깬다.  12. 11에 매실청을 넣은 뒤 체에 밭쳐 즙만 받아낸다.  13. 구운 모닝빵 위에 슬라이스 치즈를 잘게 찢어 올린다.  14. 훈연한 소 안심을 적당한 크기로 썬 뒤 13 위에 올린다.  15. 14 위에 구운 콩, 아스파라거스를 올린다.  16. 팬에 달걀을 올린 뒤 소금으로 간한다.  17. 달걀프라이를 토치로 가열한 뒤 모닝빵 위에 올린다.  18. 17 위에 살사소스, 다진 쪽파, 올리브오일, 소금을 넣는다.  19. 18 위에 리코타치즈를 올린 뒤 후추, 소금, 올리브오일을 뿌린다.  20. 컵에 비파잎, 청포도즙, 토닉워터, 즙을 짜낸 청포도를 넣어 청포도주스를 만든다.",https://fs.jtbc.co.kr/joydata/CP00000001/prog/enter/janggo/img/20190917_101640_143_1.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10321744/view,"['소 안심', '비파잎', '올리브오일 방울토마토절임', '매실청', '타바스코소스', '방울토마토', '라임', '토닉워터', '파프리카', '슬라이스치즈', '청포도', '아스파라거스', '리코타치즈', '파인애플', '그린올리브', '콩', '모닝빵', '쪽파', '양파', '후추', '소금', '올리브오일', '다진 마늘', '레몬', '청양고추', '달걀']"
170,레이먼킴 '오삼포테이토',"감자,    오렌지,    삼겹살,    우유,    슬라이스 체다치즈,    베이컨,    방울토마토,   양파,    마늘,    고추,    소금,    후추,    버터,    대파","  1. 양파를 채 썬다.  2. 감자는 껍질을 벗겨낸 뒤, 적당한 크기로 썬다.  3. 볼에 감자, 뜨거운 물, 통마늘을 넣은 뒤 랩으로 감싸 전자레인지에 돌려 익힌다.  4. 고추를 잘게 썬다.  5. 기름을 두른 팬에 손질한 양파와 고추, 오렌지즙, 소금을 넣고 끓인다.  6. 삼겹살은 비계를 떼어내고, 살코기에 소금과 후추를 뿌린 뒤 밀가루를 묻힌다.  7. 기름을 넉넉하게 두른 팬에 삼겹살을 튀기듯이 굽는다.  8. 오렌지소스에 구운 삼겹살을 넣고 조린다.  9. 익힌 감자와 우유를 냄비에 넣고, 으깨면서 익힌다.  10. 매시드 포테이토에 슬라이스 체다치즈와 버터를 넣고 으깨며 섞는다.  11. 매시드 포테이토를 체에 내린다.  12. 기름을 두른 팬에 베이컨을 바삭하게 구운 뒤, 잘게 썬다.  13. 매시드포테이토에 구운 베이컨과 소금을 넣고 섞는다.  14. 13에 잘게 썬 대파를 넣고 섞는다.  15. 베이컨포테이토를 접시에 담는다.  16. 베이컨을 구운 팬에 방울토마토를 굽는다.  17. 베이컨포테이토 위에 오렌지삼겹살을 올린 뒤, 오렌지소스를 붓는다.  18. 접시에 구운 방울토마토를 올리고, 잘게 썬 대파를 뿌려 마무리한다.",https://fs.jtbc.co.kr/prog/enter/janggo/Img/20170523_100542_9375.jpg,https://tv.jtbc.co.kr/vod/pr10010331/pm10031085/vo10150090/view,"['감자', '오렌지', '삼겹살', '우유', '슬라이스 체다치즈', '베이컨', '방울토마토', '양파', '마늘', '고추', '소금', '후추', '버터', '대파']"
