name,img,ingredients,instruction,video,categories
김재중 - 'ㄷㅅㄷ 냉면' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/24/2858261_6.jpg,"['냉면', '삶은 계란 [냉면육수] 물 500ml', '다시다 3T', '미원 1/2T', '양조식초 5T', '설탕 2T', '소금 1/2T [오이절임] 오이 1/3개', '양조 식초 4T', '설탕 1T', '소금 2꼬집', '물 1T']","['(※ 재중 씨의 손맛 계량을 영상 분석하여 올리는 레시피입니다:) 약간의 오차가 있을 수 있으니 양해 부탁드립니다 ☺ 1', '[오이절임] 1-1) 오이 1/3개는 반달 모양으로 얇게 썬다', '1-2) 볼에 양조식초 4T, 설탕 1T, 소금 2꼬집, 물 1T를 섞는다', '1-3) 절임물에 오이를 20~30분 절인다', '2', '냄비에 물 500ml, 다시다 3T, 미원 1/2T, 양조식초 5T, 설탕 2T, 소금 1/2T를 넣고 한소끔 끓인다', '(*완성된 육수는 냉장고에 보관해 식혀주세요!) 3', '끓는 물에 냉면을 넣고 2분 30초 삶은 후 찬물에 박박 헹군다', '4', '그릇에 냉면, 육수를 넣고 삶은 계란과 오이절임을 올려주면 완성 *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,"['면 요리', '차가운 음식']"
김재중 - 'me1 삼겹살' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/24/2858249_5.jpg,"['냉동삼겹살 1kg [간장삼겹소스] 진간장 3T', '맛술 1T', '설탕 2T', '매실액 1.5T', '생강 1/2t', '다진 마늘 1.5T', '미원 2~3꼬집', '다시다 1T', '물 1.5T']","['(※ 재중 씨의 손맛 계량을 영상 분석하여 올리는 레시피입니다:) 약간의 오차가 있을 수 있으니 양해 부탁드립니다 ☺ 1', '[간장삼겹소스] 볼에 진간장 3T, 맛술 1T, 설탕 2T, 매실액 1', '5T, 생강 1/2t, 다진 마늘 1', '5T, 미원 2~3꼬집, 다시다 1T, 물 1', '5T를 넣고 섞는다', '2', '냄비에 [간장삼겹소스] 를 넣고 한소끔 끓인다', '(*뜨거운 물을 넣으시면 끓이는 과정은 생략 가능합니다~!) 3', '냉동삼겹살에 [간장삼겹소스] 를 묻혀 노릇하게 구우면 완성 *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
김재중 - '마가린 김치찌개' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/24/2858238_4.jpg,"['김치 1/4포기', '마가린 1조각', '사각 어묵 1장 물 500ml', '다진 마늘 1T', '다시다 1.5T', '까나리액젓 1T', '고춧가루 1.5T', '두부 반모(150g)']","['(※ 재중 씨의 손맛 계량을 영상 분석하여 올리는 레시피입니다:) 약간의 오차가 있을 수 있으니 양해 부탁드립니다 ☺ 0', '재료 준비 1) 어묵은 얇게 썬다', '2) 두부는 1cm 두께로 썬다', '3) 김치는 먹기 좋은 크기로 썬다', '(*김치 꽁다리는 깍두기 식감과 비슷해 풍부한 식감을 느낄 수 있으니 꼭 넣어주세요!) 1', '냄비에 물 500ml, 김치, 다진 마늘 1T, 다시다 1', '5T, 까나리액젓 1T, 고춧가루 1', '5T, 마가린 1조각을 넣고 팔팔 끓인다', '2', '어묵, 두부를 넣고 한소끔 끓이면 완성 *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['국물 요리']
김재중 - '비빔참치만두' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/24/2858227_3.jpg,"['만두피 10장', '대파 1/4대', '양파 1/4개', '야채참치 2캔(300g) 마요네즈 듬뿍 2T', '후추 톡톡', '소금 2꼬집 식용유', '양배추 1조각(50g)', '깨 [매콤들기름비빔장] 초고추장 10T', '들기름 10T', '설탕 5T']","['(※ 재중 씨의 손맛 계량을 영상 분석하여 올리는 레시피입니다:) 약간의 오차가 있을 수 있으니 양해 부탁드립니다 ☺ 0', '재료 준비 1) 대파, 양파는 다진다', '2) 야채참치는 체에 걸러 기름을 뺀다', '3) 양배추는 얇게 썬다', '1', '볼에 야채참치, 다진 대파, 다진 양파, 마요네즈 듬뿍 2T, 후추 톡톡, 소금 2꼬집을 넣고 섞어 만두소를 만든다', '2', '만두피를 손바닥에 올리고 만두소를 한스푼 떠서 만두피 가운데 넣고 반으로 접는다', '(*만두피가 잘 붙을 수 있도록 가장자리에 물을 묻혀주세요~!) 3', '팬에 기름을 넉넉히 두르고 달궈지면 참치만두를 앞뒤로 노릇하게 굽는다', '4', '[매콤들기름비빔장] 볼에 초고추장 10T, 들기름 10T, 설탕 5T를 섞는다', '(*초고주창 1: 들기름 1: 설탕 0', '5 비율입니다!) 5', '그릇에 튀긴 야채참치만두와 양배추를 올리고 양배추 위에 [매콤들기름비빔장]을 뿌리면 완성 *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
이상우 - '칼빔면' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/24/2858216_2.jpg,"['칼국수면 150g', '상추 3장', '무순', '깨 고추장', '고춧가루', '홍게맛 간장', '설탕', '올리고당', '식초', '다진마늘', '참기름', '조미료']","['1', '칼국수면은 끓는 물에 3분 30초간 삶는다', '2', '삶은 칼국수 면은 찬물에 헹군 뒤, 물기를 빼놓는다', '3', '고추장 1T, 고춧가루 1T, 홍게맛 간장 1T, 설탕 1T, 올리고당 1T, 식초 1T, 다진마늘 0', '5T, 참기름 1T, 조미료 한 꼬집을 섞어 양념장을 만든다', '4', '준비된 칼국수 면에 상추를 채 썰어 넣고, 양념장을 넣어 잘 비벼준다', '5', '잘 비벼진 칼빔면 위에 무순을 올리고, 깨를 솔솔 뿌려주면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['면 요리']
이상우 - '20일 황토오리구이' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/24/2858205_1.jpg,"['통오리', '한약재', '찰밥', '단호박', '연근채', '대추', '은행', '소금', '후추', '솔잎', '식용 황토가루']","['1', '내장을 깨끗이 손질한 통오리에 소금과 후추를 골고루 뿌려 마사지한다', '2', '각종 한약재, 찰밥, 단호박, 연근채, 대추, 은행 등 속 재료를 오리 속에 넣어준다', '3', '오리 다리를 교차해서 오므린 뒤, 요리용 실로 단단히 고정한다', '4', '종이 호일 위에 솔잎을 넉넉히 올린 뒤, 오리를 감싼다', '5', '종이 호일로 감싼 오리를 알루미늄 호일로 한번 더 감싼다', '6', '황토 가루에 물을 섞어 반죽한다', '(※식용으로 사용 가능한 황토가루를 사용해 주세요~) 7', '황토 반죽을 오리에 꼼꼼히 바른 뒤, 그릴 위에 올린다', '(※오리 배가 위를 향하게 놓아 주세요~) 8', '드럼통 화로에 불을 붙인 뒤, 약 2시간 30분 동안 굽는다', '(※화력과 주변 환경에 따라 굽는 시간을 조절해 주세요~) (※심부 온도 약 85도가 될 때까지 구워 주세요~) 9', '다 구워진 오리는 약 30분간 래스팅한다', '10', '황토와 호일을 조심스럽게 제거한 뒤, 먹기 좋게 플레이팅 하면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['구이/튀김']
류수영 - '15분 깍두기' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/17/2850855_2.jpg,"['무 2kg', '굵은소금 2T', '대파 2대 밀가루 3T', '굴소스 듬뿍 2T', '설탕 1T', '배음료 1캔(238ml) 고춧가루 6T', '새우젓 3T', '새우젓 국물 1T', '다진마늘 4T', '다진생강 1/2T']","['[무 절이기] 1', '무 2kg의 껍질을 벗기고 2~3CM 두께로 썬 뒤, 큼직하게 깍둑썰기한다', '2', '김치통에 1의 무, 굵은소금 2T를 넣고 뚜껑을 닫아 흔든 뒤, 1시간 동안 절인 뒤 물을 뺀다', '※ 1시간~1시간 30분 정도 절이면 됩니다! [배풀 만들기] 3', '냄비에 밀가루 3T, 굴소스 듬뿍 2T, 설탕 1T, 배음료 1캔(238ml)를 넣어 섞는다', '4', '밀가루가 섞이면 불을 켜 저어가며 강불로 끓인다', '6', '끓기 시작하면 약불로 낮추고 걸쭉해질 때까지 저어가며 끓인다', '7', '냄비 바닥에 길이 생기면 불을 꺼 식힌다', '[양념하기] 8', '통에 절인 무, 고춧가루 6T를 넣고 뚜껑을 닫아 흔들어 섞는다', '9', '대파 2대의 반을 가루고 쫑쫑썬다', '10', '썰어둔 대파, 새우젓 3T, 새우젓 국물 1T, 다진마늘 4T, 다진생강 1/2T, 식힌 배풀을 넣어 섞으면 완성! ※ 바닥을 쳐서 공기를 빼주세요! ※ 실온에서 24시간 보관 후 냉장고에서 일주일 숙성시켜주세요! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
이정현 - '업그레이드 노른자장' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/17/2850844_6.jpg,"['달걀 10알', '쪽파 50g', '청양고추 3개', '홍고추 1개', '양조간장 200ml', '프락토 올리고당 1T(*올리고당 대체 가능)', '매실청 1T', '통깨 1T', '다진 마늘 1T', '레몬 1/3개']","['0', '재료 준비 1) 쪽파 50g을 쫑쫑 썬다', '2) 청양고추 3개, 홍고추 1개를 잘게 다진다', '3) 레몬은 얇게 슬라이스한다', '1', '달걀은 깨뜨려 노른자와 흰자를 분리하고 밀폐용기에 담는다', '2', '[양념장] 볼에 쪽파, 청양고추, 홍고추, 양조간장 200ml, 프락토 올리고당 1T, 매실청 1T, 통깨 1T, 다진 마늘 1T를 넣고 섞는다', '(*덜 짜게 드시고 싶으시다면, 물 50ml를 추가로 넣어주세요!) 3', '밀폐용기에 담긴 노른자에 완성된 2', '[양념장]과 레몬 슬라이스를 넣고 냉장고에서 3~6시간 숙성하면 완성 (*숙성 후 3일 이내 섭취하셔야 변질하지 않고 깔끔한 노른자장의 맛을 느끼실 수 있습니다!) *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
이정현 - '1석2조 나물비빔밥&된장국' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/17/2850833_1.jpg,"['[나물비빔밥] 애호박 1/3개', '콩나물 크게 한 줌', '시금치 한 줌(30g)', '표고버섯 4개', '당근 1/2개', '무 한 토막(4cm 두께)', '고추장 크게 2T', '소금', '밥 260g', '계란 1알', '물 3T', '깨', '참기름 물 800ml', '다시마 2~3개', '건새우 반 줌', '[된장국] 참나물 한 줌', '팽이버섯 1/2개', '두부 반 모(150g)', '된장 2T']","['[나물비빔밥] 0', '재료 준비 1) 무, 당근은 채 썰기 / 애호박은 반달 모양으로 썰기 / 표고버섯은 얇게 썰기 / 시금치는 한입 크기로 썬다', '2) 콩나물은 깨끗이 씻어 물기를 뺀다', '1', '찜기에 물 800ml, 다시마 2~3개, 건새우 반 줌을 넣고 찜판 위에 애호박, 콩나물, 시금치, 표고버섯, 당근, 무를 정갈하게 담는다', '(*나물을 찌면서 나오는 채수와 다시마와 건새우가 만나 더욱더 깊은 맛의 육수가 만들어집니다!) 2', '종지 그릇에 물 3T, 소금 한꼬집, 계란 1알을 넣고 찜기 중앙에 둔다', '3', '채소에 소금을 뿌려 간을 하고 10분간 강불로 찐다', '4', '밥 위에 찐 애호박, 콩나물, 시금치, 표고버섯, 당근, 무와 수란을 예쁘게 올린다', '5', '고추장 2T를 넣고 깨, 참기름 취향껏 뿌려주면 완성 [된장국] 0', '재료 준비 1) 두부는 깍둑썰기한다', '2) 팽이버섯, 참나물은 먹기 좋은 크기로 썬다', '1', '나물을 찐 찜기의 육수에 있는 다시마, 건새우는 체로 건진다', '2', '국물에 된장 2T를 풀어주고 참나물, 팽이버섯, 두부를 넣고 한소끔 끓이면 완성', '*레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,"['국물 요리', '밥 요리']"
윤종훈 - '두반장 바지락 볶음면' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/17/2850797_4.jpg,"['바지락 500g', '바지락탕 국물', '칼국수면 150g', '대파 1대', '마늘 4톨', '고수 한 줌', '파슬리 가루 고추기름', '두반장', '굴소스', '고춧가루', '식초', '맛술']","['0', '재료 준비 1) 칼국수면은 끓는 물에 약 2분간 삶아 준비한다', '2) 대파 흰 대는 채 썬다', '3) 마늘은 편 썬다', '4) 고수는 숭덩숭덩 썬다', '1', '달군 팬에 고추기름을 2바퀴 두른 뒤, 썰어둔 대파와 마늘을 볶는다', '2', '두반장 1T, 굴소스 0', '5T를 넣고 바르르 끓인다', '3', '바지락탕에서 건진 바지락 500g과 바지락탕 국물 반국자를 넣고 함께 볶는다', '4', '고춧가루 1T, 식초 1T, 맛술 2T를 넣고 함께 볶는다', '5', '삶아둔 칼국수면을 넣고 빠르게 볶는다', '6', '마지막으로 파슬리 가루를 약간 뿌리고, 썰어둔 고수를 올리면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,"['반찬', '면 요리']"
윤종훈 - '바지락탕' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/17/2850786_5.jpg,"['바지락 1kg', '청양고추 1~2개', '다진마늘', '소금', '후추']","['0', '재료 준비 1) 바지락은 소금물에 넣어 냉장실에서 약 2시간 정도 해감한다', '2) 해감된 바지락은 물에 바락바락 씻어 준비한다', '3) 청양고추는 송송 썬 뒤, 고추씨를 제거한다', '1', '해감된 바지락에 물 750ml, 소금 한 꼬집을 넣고 약 10분간 끓인다', '2', '바지락이 다 익어 입을 벌리면 건져낸다', '3', '남은 국물은 체에 한번 걸러 이물질을 거른다', '(※윗물부터 천천히 따라 내 아래 가라앉은 이물질을 걸러주세요~) 4', '걸러낸 국물을 냄비에 붓고 바지락, 다진마늘 1T, 소금 약간, 후추 약간을 넣고 끓인다', '(※바지락이 짭짤할 수 있으니, 간을 보고 소금양을 조절해 주세요~) 5', '썰어둔 청양고추를 넣고 한소끔 끓이면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['국물 요리']
윤종훈 - '한입쌈밥' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/17/2850764_7.jpg,"['쌈 채소', '밥', '비빔 날치알', '검은깨']","['1', '쌈 채소의 줄기를 V자로 칼집 낸 뒤, 자른다', '2', '잘린 끝부분을 겹쳐서 둥글게 말아준다', '3', '밥을 한 입 크기로 동그랗게 굴려서 쌈 채소 가운데에 하나씩 놓는다', '4', '밥 위에 비빔 날치알을 1t씩 얹는다', '5', '검은깨를 조금씩 뿌려주면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
류수영 - '진미채 덮밥' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/10/2846119_254-12.jpg,"['진미채볶음', '깻잎 10장', '즉석밥 1개', '달걀 1개', '식용유', '참기름', '마요네즈']","['0', '재료 준비 1) 깻잎 10장을 채 썬다', '2) 달걀 1개를 튀기듯 프라이한다', '3) 즉석밥 1개를 데운다', '1', '진미채볶음을 잘게 자른다', '※ 진미채볶음 레시피는 류수영의 <진미채볶음> 레시피를 참고하세요! 2', '그릇에 데운 즉석밥 1개를 담고 1)의 깻잎을 가장자리에 두른다', '3', '자른 진미채볶음 듬뿍 1T → 달걀프라이 순으로 올리고 참기름을 뿌린다', '4', '마요네즈를 두 번 총총 짜주면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['밥 요리']
류수영 - '진미채 볶음' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/10/2846108_254-11.jpg,"['진미채 200g', '진간장 1T', '다진마늘 1T', '설탕 1T', '식초 1T 케첩 1T', '고추장 듬뿍 2T', '참기름 2T', '식용유 4T', '물 200ml', '참깨']","['1', '팬에 진미채 200g, 설탕 1T, 진간장 1T, 식초 1T, 다진마늘 1T, 고추장 듬뿍 2T, 식용유 4T, 물 200ml를 넣어 섞고, 강불로 불을 켜 볶는다', '2', '물이 끓으면 뚜껑을 닫고 약불로 5분 졸인다', '3', '케첩 1T, 참기름 2T를 넣어 강불로 30초 볶고, 참깨를 뿌리면 완성! ※ 김, 깻잎, 마요네즈를 곁들여 먹으면 더욱 맛있습니다! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['반찬']
이정현 - '고구마 병아리 케이크' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2025/01/10/2846095_254-10.jpg,"['고구마 1개(200g)', '버터 10g', '플레인 요구르트 크게 7T(150g)', '계란 1알', '프락토올리고당 1T(*올리고당', '알룰로스로 대체 가능)']","['1', '고구마 1개(200g)는 껍질을 벗기고 1', '5cm 두께로 썬다', '2', '내열 용기에 고구마와 물 1T를 넣고 랩을 덮은 후 전자레인지에 5분 돌린다', '3', '찐 고구마, 계란 1알, 플레인 요구르트 크게 7T(150g), 프락토올리고당 1T를 넣고 믹서기에 간다', '4', '내열 용기에 버터를 바른 뒤, 반죽을 넣고 전자레인지에 7분 돌리면 완성 *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
