id,name,ingredients,recipe
11,이영자 - 19금 볶음밥 4가지 – 오돌뼈 볶음밥  레시피,"[볶음밥 재료] 조리된 오돌뼈 반 팩(150g), 대파 1/3TS, 참기름 1/3TS, 들깨 1/6TS, 달걀 1개, 공깃밥 1/3공기","1. 팬을 달궈 오돌뼈를 볶아 데워준다. 2. 파를 조금 넣어 파 향을 입혀준다. 3. 볶아준 오돌뼈는 잘게 가위로 자른다. 4. 밥을 넣어 함께 볶아준다. 5. 통깨, 참기름 넣어준다. 6. 알맞은 크기로 모양을 잡아 달걀물을 살짝 묻혀준다. 7. 달걀물을 묻힌 오돌뼈 볶음밥을 붕어빵 모양 팬에서 앞뒤로 익혀준다."
12,이영자 -  19금 볶음밥 4가지 – 닭발 볶음밥레시피,"[볶음밥 재료] 조리된 닭발 1/2팩(160g), 밥 1/3공기, 통깨 1/6TS, 참기름 1/3TS, 모차렐라 치즈",1. 닭발은 숯에 타지 않게 한 번 더 구워 불맛을 입혀준다. 2. 불 맛을 입힌 닭발은 잘게 잘라준다. 3. 팬에 넣고 밥과 함께 볶아준다. 4. 통깨와 참기름을 넣어 마무리해준다. 5. 닭발 볶음밥은 모차렐라 치즈를 넣고 하트모양 팬에 구워준다.
13,김나영 - 대가의 자장면 (Feat. 여경래) 레시피,"(3~4인분) 춘장 1T, 오일 1국자, 생면, 돼지고기 300g, 다진 생강 1티스푼, 데친 감자 1개, 호박 1/2개, 양파 1개, 물전분(감자전분+물)","1. 돼지고기, 감자, 호박, 양파를 먹기 좋게 자른다. 2. 춘장은 튀기듯이 볶고 춘장만 건져 그릇에 덜어놓는다. 3. 춘장 볶고 남은 기름에 재료를 투하, 볶아준다. 4. 3번에 2번 춘장을 넣고 볶아준다 (TIP: 물짜장간짜장 만드는 방법 4번에 물전분이 많이 들어가면 물짜장, 적게 들어가면 간짜장(볶음짜장)이 된다) 5. 생면을 삶아 건져놓고 4번 소스를 부어 완성."
14,돈스파이크 - 버카롱 레시피,"스테이크용 우둔살 약 200g, 통 버터 반 개, 밀가루 1컵, 달걀 2개, 빵가루 1컵, 소금 1ts, 로즈마리","1. 양쪽 빵 역할을 해줄 우둔살을 식빵 크기로 잘라 2개를 준비해준다. 2. 달궈진 프라이팬에 버터를 두르고 소고기를 굽는다. 3. 구워낸 소고기 위에 로즈마리와 소금을 뿌려준다 4. 버터는 살짝 얼려서 준비한 후, 밀가루 → 소금 → 달걀물 → 빵가루로 튀김옷을 입혀준다 5. 밀가루 → 달걀물 → 빵가루 순으로 2번 더 반복, 총 3번의 튀김옷을 입혀준다. 6. 170180도로 달궈진 기름에 버터를 넣어 약 230초 동안 튀겨준다. (너무 오래 익히면 버터가 녹을 수 있으니 주의) 7. 고기-버터-고기 순으로 쌓으면 버카롱 완성 (고칼로리 주의)"
15,이경규  - 프라이드 바나나 레시피,"(4인분) [기본재료] 몽키바나나 8개(일반 바나나 잘라서 사용 가능), 튀김용 식용유 [동그란 튀김옷] *베트남 쌀 꼼(Com)을 대체하기 위해 튀김옷을 한 번 더 만드는 과정이 필요* 튀김가루 40g, 중력분 밀가루 60g, 설탕 20g, 강황 가루 1g, 튀김용 식용유 [튀김옷] 튀김가루 40g, 중력분 밀가루 60g, 설탕 20g, 녹차분말30g, 물170g [초콜릿 시럽] 초콜릿 잼 100g, 휘핑크림 30g, 코코아 파우더 30g를 혼합하여 디핑소스를 만듦","1. 튀김가루 40g, 중력분 밀가루 60g, 설탕 20g, 강황 가루 1g, 물180g을 믹스해 185도의 기름에 조금씩 떨어뜨리면서 동그란 튀김옷을 만든다. 2. 튀김가루 40g, 중력분 밀가루 60g, 설탕 20g, 녹차 분말 30g, 물170g을 믹스해 바나나에 묻힌다. 3. 2번에 1번을 버무린 후 185도에 기름에 20초 정도 튀겨낸다. 4. 냉동실에 충분히 얼린 후 먹는다."
16,진세연 - 불닭부대짜글이 레시피,"(3~4인분) 잘 익은 포기김치 반포기, 애호박 반개, 무 반통, 깻잎 2묶음, 통조림 햄 (*팸 등) 한통 반, 두부 한 모, 표고버섯 1/4개, 비엔나소시지 50g, 소금, 우리밀 밀가루, 무염 사골 육수 300g, 물 300ml, 야채 스파이럴, 수제비 반죽용 밀대, 양파 반 개 [양념]고추장 40g, 양조간장 501 36g, 다진 마늘 15g, 고춧가루 12g, 불닭 소스 15g, 양조식초 3g, 설탕 13g, 완숙토마토(껍질제거) 반개, 청주 1.5큰술","1. 분량의 재료를 블렌더로 갈아준다. 2. 수제비는 우리밀 밀가루 1컵과 물 반 컵, 소금 한 꼬집을 넣고 반죽한다. (200ml 계량컵 기준) (Tip : 수저로 먼저 반죽을 해주면 손에 달라붙지 않음) 3. 밀푀유에 들어갈 재료들을 손질해준다. : 깻잎은 꽁지 제거 / 김치는 꽁지와 이파리 분리 / 두부 2mm로 썰기 / 수제비 반죽은 밀대로 밀어 얇게 햄 크기로 썰기 / 통조림햄 2mm로 썰기 4. 김치 – 깻잎 – 햄 – 수제비 - 두부 순으로 켜켜이 3번 쌓는다. (1set) (제일 마지막은 김치로 덮어 마무리) 5. 4번의 방법으로 반복해 총 2set를 만든다. 6. 4번 세트를 3cm 간격으로 썰어준다. (냄비 높이에 따라 간격 조절) 7. 냄비에 재료들을 채워준다. 빈 공간은 비엔나소시지로 채워준다. 8. 가운데 빈 공간엔 양파 반개를 썰어 넣고 그 위에 양념을 얹어준다. (한 번에 다 넣지 말고 간보면서 가감) 9. 스파이럴을 이용해 당근/가지/애호박 면을 만들어 각각 30g씩 소스 위에 올린다. 10. 사등분한 표고버섯을 슬라이스 해서 채소면 위에 올려준다. 11. 계량한 사골육수와 물을 넣어 끓여준다. (일대일비율)"
17,정일우 -  옹바스 레시피,"<옹심이 재료> 주먹 사이즈 감자 4~5개, 우리밀 밀가루 5TS (뻑뻑하면 물 추가), 소금 약간, 모짜렐라 치즈, 체다 치즈, 식용유, 막대기 꼬치 <감바스(옹바스) 재료> 올리브유 150ml, 고추기름 30ml, 로즈마리, 김치 시즈닝, 마늘 15개 (반은 슬라이스 / 반은 통마늘), 등에 칼집 낸 특대 새우 5마리, 칵테일 새우 7마리, 양송이버섯 2개 (6등분), 연근 (4등분), 올리브 5개, 은행 5개, 페퍼론치노 12개, 바질, 소금, 후추 <데코> 방울토마토 4개, 파슬리 가루","옹심이 1. 껍질 벗긴 감자를 믹서에 넣어 곱게 간다. 2. 간 감자를 면포에 넣고 꽉 짜서 물과 건더기를 분리한다. 3. 감자 물을 1520분 동안 가만히 두어 전분가루(앙금)를 가라앉힌다. 4. 가라앉은 전분가루(앙금)을 감자 건더기에 섞어준다. 5. 4번에 소금, 우리밀 밀가루를 넣어 반죽을 잘 치댄다. 6. 반죽을 떼어 모짜렐라 치즈 체다 치즈를 넣어 작은 사이즈로 동그랗게 말아서 튀긴다 7. 잘 튀긴 옹심이는 모짜렐라와 체다치즈 버전을 번갈아가며 꼬치에 4개씩 꽂아 준비한다. 옹바스 1. 올리브유 150ml, 고추기름 30ml를 넣어 가열한 후, 로즈마리를 타지 않게 바싹 익을 정도로만 넣었다가 건져낸다. 2. 양송이버섯, 연근, 올리브, 은행을 넣고 볶다가 마늘을 넣고, 페퍼로치노를 넣는다. 3. 소금과 후추로 간을 살짝 한다. 4. 마늘이 노랗게 익을 때 쯤, 새우와 옹심이를 넣는다. 5. 마지막으로 바질을 잘라서 넣는다. 6. 데코로 파슬리 가루를 뿌리고, 방울토마토 4개를 반으로 잘라 올린다. 7. 미리 만들어 두었던 옹심이 튀김 꼬치를 옆에 곁들인다."
18,돈스파이크 - 돈스파이 레시피,"<파이반죽 재료> 밀가루 2컵 반, 깍둑썰기 한 가염 버터 한 컵, 소금 1ts, 올리브 오일 1ts, 물 약 6~8T <파이 속 재료> 표고버섯 1개, 마늘 1개, 양파 1/2개, 소고기 우둔살 120g (반은 큐브모양, 반은 다짐육), 돼지고기 목살 다짐육 50g, 삼겹살 큐브 50g, 베이컨 한 장, 체다 치즈 한 장, 모짜렐라 치즈 50g <향신료> 소금, 후추, 파프리카 시즈닝, 큐민, 바질, 갈릭 가루, 소금 1ts씩 (입맛에 따라 가감) <매운맛을 내고 싶을 때> 카이엔페퍼, 스모크 파프리카 시즈닝, 하바네로 핫소스, 마늘, 크러시드페퍼 추가","파이반죽 만들기 1. 밀가루 2컵 반 깍둑썰기 한 버터 1컵 소금 1ts을 고루 섞어준다. 2. 올리브 오일 1ts 물 68T를 넣고 반죽한다. 3. 반죽에 밀가루를 뿌려가며 밀대로 반죽을 얇게 펴준다. (Tip: 도우 만드는 손은 차갑게 유지해야 한다) 4. 틀에 파이 반죽을 깔고 냉장고에서 약 1시간 휴지시킨다. 5. 휴지시키는 동안 같은 반죽을 더 얇게 밀어 파이 뚜껑도 만들어 준 후 휴지시킨다. 파이반죽 – 뚜껑용 페이스트리 반죽 만들기 1. 만들어둔 파이 반죽의 일부를 더 얇게 밀어 버터를 올리고 반을 접어 또 얇게 민다. 2. 5-6차례 반복해서 아주 얇게 페이스트리 반죽을 만든다. 3. 얇게 만든 페이스트리 반죽을 6겹 겹쳐서 뚜껑에 올린다. 파이 속 만들기 1. 표고버섯, 마늘, 양파를 다져준다. 2. 소고기 반은 깍둑썰기 해 큐브 모양으로 준비하고, 반은 다져서 준비한다. 3. 준비한 소고기, 돼지고기 다짐육에 페퍼 파프리카 시즈닝 큐민 바질 갈릭가루 소금을 뿌려서 버무린다. (향신료는 취향에 맞게 가감) 4. 모든 고기를 버터에 볶아 수분을 90 날려준 후, 채소를 함께 볶는다. (Tip: 버터가 오일보다 바디감이 높음) 5. 베이컨, 체다 치즈, 모짜렐라 치즈를 넣어 함께 볶는다. 6. 볶고 있는 팬에 레드와인과 발사믹 식초를 약간 넣어준다. 7. 다 볶은 파이 속 재료를 볼에 옮겨 닮고, 얼음물이 담긴 큰 볼 위에서 빙글빙글 굴려가며 쿨링한다. (Tip: 차가운 도우와 속 재료의 온도를 같게 하기 위함) 파이 굽기 1. 파이 틀에 (막걸리잔 대체 가능) 버터를 구석구석 잘 발라주고 휴지시킨 파이 반죽을 깔아준다. 2. 그 안에 고기 속을 듬뿍 넣어준 후 윗면을 동글게 만들어준다. 3. 뚜껑용 페이스트리 반죽을 6겹으로 덮어 잘 밀봉한 후, 윗면에 버터를 골고루 발라준다. 4. 칼끝으로 숨구멍을 콕콕 뚫어준다. 5. 200도로 예열된 오븐에 파이를 넣고 25분 구워준다 6. 윗면에 계란 노른자를 발라 다시 3분 정도 구워 색을 입혀주면 완성"
19,이영자 - 우리밀 유럽투어 레시피,"<뇨끼 반죽 재료>감자 9개, 우리밀 밀가루 500~600g, 소금 약간, 오일, 시금치 한 줌, 비트주스 원액 3T <양념 재료> 바질 페스토 3T, 참치액 3/4T, 껍질 깐 새우 7마리, 페퍼로치노 3~4알, 마늘 슬라이스 4~5개, 화이트 와인(or청주) 3T, 올리브오일 약간 <닭가슴살 튀김 재료> 닭가슴살 1개, 튀김가루 1컵, 달걀 1개, 빵가루 1½컵, 파마산 치즈가루 1TS, 소금 약간, 간 후추 약간, 식용유 넉넉히","닭가슴살 튀김 만드는 법 1. 닭가슴살을 포 떠서 펼친다. 2. 닭가슴살을 종이포일 사이에 넣고 망치로 두들겨 넓게 펴준다. 3. 소금, 후추를 뿌려 간을 한다. 4. 넓게 핀 닭가슴살을 튀김가루 → 달걀물 → 치즈가루를 넣은 빵가루 순으로 묻힌다. 5. 180℃ 기름에서 노릇하게 튀겨낸다. 뇨끼 만드는 법 1. 감자는 껍질을 벗겨 냄비에 물과 소금을 넣고 16분간 삶는다. 2. 익힌 감자를 뜨거울 때 눌러 으깨준다. 3. 익힌 감자, 우리밀 밀가루, 소금 약간, 오일 1ts를 넣어 반죽한 후 세 등분으로 나눈다. (반죽이 질지 않게 밀가루 양을 조절하며 반죽한다.) 4. 시금치를 믹서기에 갈아 냄비에 끓인다. 위에 떠오르는 엽록소만 건져내 3T 반죽에 넣어 색을 낸다. 5. 반죽에 비트 주스 원액 3T를 넣어 색을 낸다. 4. 뇨끼판에 세 가지 색상의 반죽을 밀어 모양을 낸다. 5. 끓는 물에 소금을 넣어 뇨끼를 3분 동안 삶고, 찬물에 담갔다고 건진다. 6. 팬을 달군 후 올리브유 1T를 넣고 마늘 슬라이스 넣어 볶다가 페퍼로치노 4개를 부셔 넣는다. 7. 껍질을 제거한 새우를 넣어 볶아주다가 화이트 와인을 3T를 넣어 비린 맛을 제거한다. 8. 참치액 3/4T를 넣고 볶아주다 데친 3색 뇨끼를 투하, 같이 볶아준다. 9. 불을 끄고 바질 페스토 3T 넣는다. (바질페스토는 반드시 불을 끄고 넣어야 한다.) 10. 완성된 면을 그릇에 옮겨 담고 닭가슴살 튀김과 쪽파를 올려 마무리한다."
20,이정현 - 만능 간장 레시피,"요 리 재료 생수 4L, 멸치 한 주먹, 꽃새우 반 주먹, 파뿌리 3개, 양파 1개, 대파 1줄, 무 1/3개, 마른표고 한 주먹, 다시마 10장, 양조간장, 대파 흰 부분 4개, 양파 1개 청주 1컵 (종이컵 기준), 유자청 (기호에 따라 준비) 가다랑어 포 한 주먹, 레몬 반개 즙","1) 멸치는 머리와 내장을 제거 해준다. 머리와 내장 제거 된 멸치 한 주먹과 꽃새우 반 주먹을 각각 달군 팬에 살짝 볶아준다. 2) 냄비에 생수 4L를 넣고 볶은 멸치와 꽃새우 그리고 파뿌리 3개와 양파 1개, 대파 1줄, 무 1/3개 마른표고 2T, 다시마 10장을 넣고 한 시간 이상 끓여 육수를 내준다 3) 양조 간장과 육수를 6:4로 섞어 끓여준다 (강한 맛을 더 내고 싶으면 7:3으로 섞는다) 4) 석쇠 판에 대파 흰 부분 4개와 양파 1개를 탈 정도로 구워준 후 3)에 넣는다. (불맛 가미) 5) 청주 1컵(종이컵 기준)을 넣어준다 6) 유자청을 기호에 맞게 넣어 달짝지근한 맛이 올라오게 넣어준다 (없을시 설탕, 올리고당으로 대체 가능) 7) 레몬 반 개의 즙을 넣어주고 레몬껍질을 갈아 넣어 잡내를 잡고 레몬향을 더해준다. 8) 불을 끄고 가다랑어포 한 주먹을 채에 올려 간장에 넣었다 약 12분 후 빼주고 구운 대파와 양파도 함께 빼준다 9) 뚜껑을 열어놓은 채로 식혀준다. 10) 다 식으면 체에 걸러 병에 담아주면 완성 ✱ 취향에 따라 간장과 설탕으로 짠 맛과 단 맛을 조절하셔도 됩니다 ✱"
21,이정현 - 에그커피 레시피,"달걀노른자 2개, 설탕 2T, 아메리카노 2/3컵, 코코아 파우더 1T",➀ 달걀노른자 2개에 설탕 2T를 넣어 커스터드 크림이 될 때까지 휘핑 해준다. ➁ 아메리카노를 컵의 2/3만큼 채워준다. ➂ ➀의 블렌딩한 커스터드 크림을 아메리카노 위에 올려준다. ➃ 커스터드 크림 위에 코코아 파우더 1T를 살짝 뿌려주면 완성.
22,이정현 - 에그 죽 레시피,"밥 1공기, 멸치육수 3컵, 만능간장 3T, 달걀노른자 1개, 참나물 1줌","➀ 찬밥 1공기를 냄비에 넣고, 멸치육수를 밥이 살짝 잠길 정도로 자작하게 넣어준다. 멸치육수 내는 법 [이정현 - 만능간장 레시피] 참고해주세요 : ) ➁ 육수가 끓어오르면 밥알들이 뭉쳐지지 않게 풀어준다. ➂ ➁에 만능간장 3T를 넣고 저어준다. [이정현 - 만능간장 레시피] 참고해주세요 : ) ➃ 달걀노른자 1개를 ➂에 넣고 달걀이 익기 전에 저어준다. ➄ 깨끗이 씻어둔 참나물 한줌을 얹어주면 완성."
23,이정현 - 라짜면 레시피,"대파 1대, 올리브유 3T, 짜장라면 2봉, 식초 1T, 소금 1T, 달걀 1개, 라조장 1통","➀ 파채 썰기 대파 이파리 부분은 길게 반으로 자른 후 가로로 돌돌 말아서 썰고, 대파 머리 부분은 칼집을 낸 후 윗동만 잘라내면 쉽게 파채가 만들어진다. ➁ 팬에 올리브유 3T를 넣고 ➀의 잘라둔 파채를 넣어 파기름을 내준다. ➂ 새로운 냄비에 짜장라면 2봉을 넣고 면만 끓인다. ➃ 위의 면만 건져서 ➁의 파기름을 낸 팬에 넣고, 짜장스프와 동봉된 올리브유를 함께 넣어 비벼준다. 면을 건지고 남은 면수를 5컵 정도 넣으면 더 촉촉하게 잘 섞여요 : ) ➄ 수란 만들기 수란을 만들 다른 냄비를 꺼내 물을 넣고 끓인다. 끓는 물에 식초 1T, 소금 1T를 넣고 숟가락을 한 방향으로 빠르게 휘저어 회오리를 만든다. 회오리 중앙에 달걀 1개를 깨 넣고 2분 만에 건지면 수란이 완성된다. ➅ ➃의 비빈 짜장라면 위에 완성된 수란을 올려준다. ➆ 마지막으로 짜장라면 위에 라조장을 얹으면 완성 취향에 따라 라조장을 충분히 넣어 비벼 먹거나, 조금씩 얹어서 드셔도 됩니다 : )"
